Identifiant,Texte,Traduction ,Labels
1638,Why do people not recognise that immigrant lives are worth absolutely nothing?,Pourquoi les gens ne reconnaissent-ils pas que la vie des immigrés ne vaut absolument rien ?,Xénophobie
1639,Can we finally agree that immigrants are a cancer?,Peut-on enfin convenir que les immigrants sont un cancer ?,Xénophobie
1640,What if we just killed all immigrants?,Et si on tuait tout simplement tous les immigrants ?,Xénophobie
1641,How about we cut these immigrants's throats?,Et si on leur tranchait la gorge ?,Xénophobie
1642,Why don't we just get rid of immigrants once and for all?,Pourquoi ne pas tout simplement se débarrasser des immigrants une fois pour toutes ?,Xénophobie
1643,Where is the mistake in saying that immigrants like you deserve to die?,Où est l'erreur à dire que les immigrants comme vous méritent de mourir ?,Xénophobie
1644,Isn't it apparent that we would be better off if those immigrants were eradicated?,N'est-il pas évident que nous serions mieux lotis si ces immigrants étaient éradiqués ?,Xénophobie
1645,Am I wrong to think that those kinds of immigrants ought to be executed?,Ai-je tort de penser que ce genre d'immigrants devraient être exécutés ?,Xénophobie
1646,Where is the error in thinking that immigrant lives aren't worth shit?,Où est l'erreur à penser que la vie des immigrés ne vaut rien ?,Xénophobie
1647,Why is it that immigrants are all complete assholes?,Pourquoi les immigrés sont-ils tous des connards finis ?,Xénophobie
1648,When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,Quand est-ce que les gens comprendront enfin que c'est dans la nature des immigrés d'être des connards insupportables ?,Xénophobie
1649,I find all immigrants disgusting.,Je trouve tous les immigrants répugnants.,Xénophobie
1650,I firmly believe that only immigrants can be so ignorant.,Je suis fermement convaincu que seuls les immigrés peuvent être aussi ignorants.,Xénophobie
1651,I think it's typical of immigrants to be that stupid.,Je pense que c'est typique des immigrés d'être aussi stupides.,Xénophobie
1652,I really think immigrants are just the dumbest people.,Je pense vraiment que les immigrés sont les personnes les plus stupides.,Xénophobie
1653,Immigrants are scum to me.,Les immigrés sont de la racaille à mes yeux.,Xénophobie
1654,"In my opinion, immigrants are worthless dirt.","À mon avis, les immigrés ne sont que des bons à rien.",Xénophobie
1655,"As far as I am concerned, immigrants are human garbage.","Pour moi, les immigrés sont des déchets humains.",Xénophobie
1656,I really do believe immigrants are just lesser beings.,Je crois vraiment que les immigrants sont des êtres inférieurs.,Xénophobie
1657,"If you ask me, immigrants like you are no better than rats.","Si vous voulez mon avis, les immigrés comme vous ne valent pas mieux que des rats.",Xénophobie
1658,"To my mind, immigrant lives are worth absolutely nothing.","À mon sens, la vie des immigrants ne vaut absolument rien.",Xénophobie
1659,I think that immigrants should all be killed.,Je pense que tous les immigrants devraient être tués.,Xénophobie
1660,"In my opinion, immigrants like you deserve to die.","À mon avis, les immigrants comme vous méritent de mourir.",Xénophobie
1661,"As I see it, we should get rid of immigrants once and for all.","À mon avis, nous devrions nous débarrasser des immigrants une fois pour toutes.",Xénophobie
1662,"Personally, I think we should just hang all these immigrants.","Personnellement, je pense qu'on devrait pendre tous ces immigrés.",Xénophobie
1663,"In my view, those kinds of immigrants ought to be executed.","À mon avis, ce genre d'immigrants devraient être exécutés.",Xénophobie
1664,I think someone should snap the necks of those immigrants.,Je pense que quelqu'un devrait leur briser la nuque.,Xénophobie
1665,I think most immigrants are seriously fucked in the head.,Je pense que la plupart des immigrés sont complètement cinglés.,Xénophobie
1666,"As far as I am concerned, immigrants can all go fuck themselves.","Pour ce qui me concerne, les immigrés peuvent tous aller se faire foutre.",Xénophobie
1667,I believe immigrant lives aren't worth shit.,Je crois que la vie des immigrants ne vaut rien.,Xénophobie
1668,I live with two immigrants.,Je vis avec deux immigrants.,Xénophobie
1669,We are a group of immigrants.,Nous sommes un groupe d'immigrants.,Xénophobie
1670,Her colleague is an immigrant.,Sa collègue est immigrée.,Xénophobie
1671,They work with a lot of immigrants.,Ils travaillent avec beaucoup d'immigrants.,Xénophobie
1672,I do not know many immigrants.,Je ne connais pas beaucoup d'immigrants.,Xénophobie
1673,Are there any immigrants on your course?,Y a-t-il des immigrants dans votre promotion ?,Xénophobie
1674,His therapist is an immigrant.,Son thérapeute est un immigrant.,Xénophobie
1675,There is an immigrant on my football team.,Il y a un immigré dans mon équipe de football.,Xénophobie
1676,The guitar player in that band is an immigrant.,Le guitariste de ce groupe est un immigrant.,Xénophobie
1677,This is the first time an immigrant is nominated.,C'est la première fois qu'un immigrant est nominé.,Xénophobie
1678,More than half of the participants were immigrants.,Plus de la moitié des participants étaient des immigrants.,Xénophobie
1679,Three immigrants were elected to parliament today.,Trois immigrants ont été élus au parlement aujourd'hui.,Xénophobie
1680,We have never had an immigrant president.,Nous n'avons jamais eu de président immigré.,Xénophobie
1681,There are very few immigrants at my school.,Il y a très peu d'immigrants dans mon école.,Xénophobie
1682,We do not cover a lot of immigrant authors.,Nous ne couvrons pas beaucoup d'auteurs immigrés.,Xénophobie
1683,The CEO of that company is an immigrant.,Le PDG de cette entreprise est un immigrant.,Xénophobie
1684,My manager is also an immigrant.,Mon responsable est lui aussi un immigrant.,Xénophobie
1685,Quite a few immigrants live around there,Il y a pas mal d'immigrants qui vivent dans le coin.,Xénophobie
1686,I love immigrants.,J'adore les immigrants.,Xénophobie
1687,I absolutely adore immigrants.,J'adore les immigrants.,Xénophobie
1688,These immigrants make me so happy.,Ces immigrants me rendent tellement heureux.,Xénophobie
1689,Seeing immigrants in government makes me so proud.,Voir des immigrants au gouvernement me rend tellement fier.,Xénophobie
1690,Immigrants are beautiful.,Les immigrants sont magnifiques.,Xénophobie
1691,Immigrants like you are gorgeous.,Les immigrés comme vous sont magnifiques.,Xénophobie
1692,All immigrants like them are amazing.,Tous les immigrants comme eux sont formidables.,Xénophobie
1693,Immigrants being in charge is a credit to our society.,Le fait que des immigrants soient aux commandes est un atout pour notre société.,Xénophobie
1694,Only immigrants are that kind and compassionate.,Seuls les immigrants sont aussi gentils et compatissants.,Xénophobie
1695,Immigrants are great.,Les immigrants sont formidables.,Xénophobie
1696,Immigrants like you are absolute heroes.,Les immigrants comme vous sont de véritables héros.,Xénophobie
1697,Immigrants are wonderful beings.,Les immigrants sont des êtres merveilleux.,Xénophobie
1698,Immigrant lives are worth so much.,La vie des immigrants vaut tellement.,Xénophobie
1699,Immigrants are fantastic.,Les immigrants sont fantastiques.,Xénophobie
1700,You and all the other immigrants are a blessing to society.,Vous et tous les autres immigrants êtes une bénédiction pour la société.,Xénophobie
1701,Immigrants belong in our government.,Les immigrants ont leur place dans notre gouvernement.,Xénophobie
1702,Putting an immigrant in charge is the best thing anyone can do.,Confier les rênes à un immigrant est la meilleure chose que quiconque puisse faire.,Xénophobie
1703,I'm going to hug an immigrant tomorrow.,"Demain, je vais prendre un immigré dans mes bras.",Xénophobie
1704,I wish I could date an immigrant.,J'aimerais pouvoir sortir avec un immigré.,Xénophobie
1705,I am going to make those immigrants smile.,Je vais faire sourire ces immigrants.,Xénophobie
1706,I'm going to help out an immigrant tomorrow.,Je vais aider un immigrant demain.,Xénophobie
1707,I will embrace you and any other immigrants like you.,"Je vous accueillerai à bras ouverts, vous et tous les autres immigrants comme vous.",Xénophobie
1708,I'll cherish any immigrant like you.,Je chérirai tout immigrant comme vous.,Xénophobie
1709,Immigrants should all be admired.,Tous les immigrants devraient être admirés.,Xénophobie
1710,We should look up to these immigrants.,Nous devrions admirer ces immigrants.,Xénophobie
1711,Those kinds of immigrants ought to be celebrated.,Ces types d'immigrants méritent d'être célébrés.,Xénophobie
1712,"In a just world, immigrants would all be honoured.","Dans un monde juste, tous les immigrants seraient honorés.",Xénophobie
1713,"If you say ""I hate immigrants"", then you are a bigot!","Si vous dites « Je déteste les immigrants », alors vous êtes un intolérant !",Xénophobie
1714,"What makes you say stuff like ""these immigrants disgust me so much""?",Qu'est-ce qui vous pousse à dire des choses comme « ces immigrants me dégoûtent tellement » ?,Xénophobie
1715,"If I see a comment like ""you immigrants make me sick"", I will report it.","Si je vois un commentaire du genre « vous, les immigrés, vous me dégoûtez », je le signalerai.",Xénophobie
1716,"How can you say ""immigrants are disgusting"" and not realise that's hateful?",Comment peut-on dire « les immigrés sont dégoûtants » sans se rendre compte que c'est haineux ?,Xénophobie
1717,"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline.",Je ne tolérerai pas sur mon fil d'actualité des publications du type « les immigrants sont absolument méprisables ».,Xénophobie
1718,"Statements like ""immigrants are scum"" are deeply hurtful.",Des déclarations comme « les immigrés sont de la racaille » sont profondément blessantes.,Xénophobie
1719,"You can't seriously believe that ""immigrants are lesser beings"".",Vous ne pouvez pas sérieusement croire que « les immigrants sont des êtres inférieurs ».,Xénophobie
1720,"They must not get away with saying stuff like ""your immigrant lives are worthless"".",Ils ne doivent pas s'en tirer en disant des choses comme « vos vies d'immigrants ne valent rien ».,Xénophobie
1721,"""immigrants are a cancer"" is such a dehumanising thing to say.",Dire que les immigrés sont un cancer est une chose tellement déshumanisante.,Xénophobie
1722,"You deserve to be in prison for threats like ""I'll have to rape an immigrant today"".",Vous méritez d'être en prison pour des menaces comme « Je vais devoir violer une immigrée aujourd'hui ».,Xénophobie
1723,"He should be in jail for wishing ""death to all immigrants"".",Il devrait être en prison pour avoir souhaité « la mort à tous les immigrants ».,Xénophobie
1724,"You can write ""I'll slaughter any immigrant like you"", but I will take you to court for that.","Vous pouvez écrire « Je massacrerai tout immigrant comme vous », mais je vous poursuivrai en justice pour cela.",Xénophobie
1725,"She should be kicked off the platform for saying ""immigrants should all be killed"".",Elle devrait être exclue de la plateforme pour avoir déclaré que « tous les immigrants devraient être tués ».,Xénophobie
1726,"You must be seriously sad to write things like ""immigrants deserve to die"".",Vous devez être profondément triste pour écrire des choses comme « les immigrés méritent de mourir ».,Xénophobie
1727,"I have no respect for people who write things like ""too many wetbacks in this country"".",Je n'ai aucun respect pour les gens qui écrivent des choses comme « il y a trop de clandestins dans ce pays ».,Xénophobie
